cloud,log_sigma_gas,log_sigma_sfr
NGC 2264,2.2268,0.1111
NGC 2264,2.2287,0.1187
NGC 2264,2.2306,0.1212
NGC 2264,2.2324,0.1313
NGC 2264,2.2343,0.1288
NGC 2264,2.2362,0.1338
NGC 2264,2.2381,0.1389
NGC 2264,2.24,0.1439
NGC 2264,2.2418,0.1414
NGC 2264,2.2437,0.1465
NGC 2264,2.2456,0.1566
NGC 2264,2.2475,0.1616
NGC 2264,2.2494,0.1566
NGC 2264,2.2512,0.1641
NGC 2264,2.2531,0.1692
NGC 2264,2.255,0.1742
NGC 2264,2.2569,0.1818
NGC 2264,2.2588,0.1768
NGC 2264,2.2606,0.1843
NGC 2264,2.2625,0.1894
NGC 2264,2.2644,0.1919
NGC 2264,2.2663,0.197
NGC 2264,2.2682,0.1995
NGC 2264,2.27,0.202
NGC 2264,2.2719,0.2096
NGC 2264,2.2738,0.2172
NGC 2264,2.2757,0.2121
NGC 2264,2.2776,0.2222
NGC 2264,2.2794,0.2273
NGC 2264,2.2813,0.2298
NGC 2264,2.2832,0.2298
NGC 2264,2.2851,0.2323
NGC 2264,2.287,0.2424
NGC 2264,2.2888,0.2475
NGC 2264,2.2907,0.2449
NGC 2264,2.2926,0.2525
NGC 2264,2.2945,0.2576
NGC 2264,2.2964,0.2601
NGC 2264,2.2982,0.2601
NGC 2264,2.3001,0.2652
NGC 2264,2.302,0.2727
NGC 2264,2.3039,0.2778
NGC 2264,2.3058,0.2727
NGC 2264,2.3076,0.2803
NGC 2264,2.3095,0.2879
NGC 2264,2.3114,0.2929
NGC 2264,2.3133,0.2904
NGC 2264,2.3152,0.2929
NGC 2264,2.317,0.3005
NGC 2264,2.3189,0.3056
NGC 2264,2.3208,0.303
NGC 2264,2.3227,0.3081
NGC 2264,2.3246,0.3182
NGC 2264,2.3264,0.3182
NGC 2264,2.3283,0.3232
NGC 2264,2.3302,0.3232
NGC 2264,2.3321,0.3258
NGC 2264,2.334,0.3308
NGC 2264,2.3358,0.3359
NGC 2264,2.3377,0.3333
NGC 2264,2.3396,0.3434
NGC 2264,2.3415,0.3434
NGC 2264,2.3434,0.3434
NGC 2264,2.3452,0.3535
NGC 2264,2.3471,0.3535
NGC 2264,2.349,0.3561
NGC 2264,2.3509,0.3611
NGC 2264,2.3528,0.3636
NGC 2264,2.3546,0.3636
NGC 2264,2.3565,0.3687
NGC 2264,2.3584,0.3737
NGC 2264,2.3603,0.3763
NGC 2264,2.3622,0.3838
NGC 2264,2.364,0.3813
NGC 2264,2.3659,0.3864
NGC 2264,2.3678,0.3939
NGC 2264,2.3697,0.3939
NGC 2264,2.3716,0.3939
NGC 2264,2.3734,0.4015
NGC 2264,2.3753,0.4091
NGC 2264,2.3772,0.4141
NGC 2264,2.3791,0.4116
NGC 2264,2.381,0.4167
NGC 2264,2.3828,0.4192
NGC 2264,2.3847,0.4242
NGC 2264,2.3866,0.4242
NGC 2264,2.3885,0.4293
NGC 2264,2.3904,0.4394
NGC 2264,2.3922,0.4444
NGC 2264,2.3941,0.4394
NGC 2264,2.396,0.447
NGC 2264,2.3979,0.4495
NGC 2264,2.3998,0.4545
NGC 2264,2.4016,0.4571
NGC 2264,2.4035,0.4596
NGC 2264,2.4054,0.4672
NGC 2264,2.4073,0.4722
NGC 2264,2.4092,0.4697
NGC 2264,2.411,0.4798
NGC 2264,2.4129,0.4848
NGC 2264,2.4148,0.4848
NGC 2264,2.4167,0.4874
NGC 2264,2.4186,0.4899
NGC 2264,2.4204,0.5
NGC 2264,2.4223,0.5
NGC 2264,2.4242,0.5051
NGC 2264,2.4261,0.5101
NGC 2264,2.428,0.5152
NGC 2264,2.4317,0.5202
NGC 2264,2.4336,0.5278
NGC 2264,2.4355,0.5303
NGC 2264,2.4374,0.5328
NGC 2264,2.4392,0.5379
NGC 2264,2.4411,0.5429
NGC 2264,2.443,0.548
NGC 2264,2.4449,0.5505
NGC 2264,2.4468,0.5556
NGC 2264,2.4599,0.5606
NGC 2264,2.4618,0.5631
NGC 2264,2.4637,0.5682
NGC 2264,2.4656,0.5732
NGC 2264,2.4675,0.5758
NGC 2264,2.4693,0.5808
NGC 2264,2.4712,0.5808
NGC 2264,2.4731,0.5859
NGC 2264,2.475,0.5909
NGC 2264,2.4769,0.5909
NGC 2264,2.4787,0.596
NGC 2264,2.4806,0.596
NGC 2264,2.4825,0.601
NGC 2264,2.4844,0.6061
NGC 2264,2.4863,0.6061
NGC 2264,2.4881,0.6086
NGC 2264,2.49,0.6111
NGC 2264,2.4919,0.6136
NGC 2264,2.4938,0.6187
NGC 2264,2.4957,0.6212
NGC 2264,2.4975,0.6212
NGC 2264,2.4994,0.6263
NGC 2264,2.5013,0.6263
NGC 2264,2.5032,0.6364
NGC 2264,2.5051,0.6364
NGC 2264,2.5069,0.6414
NGC 2264,2.5088,0.6414
NGC 2264,2.5107,0.6439
NGC 2264,2.5126,0.6515
NGC 2264,2.5145,0.6515
NGC 2264,2.5163,0.654
NGC 2264,2.5182,0.6566
NGC 2264,2.5201,0.6566
NGC 2264,2.522,0.6667
NGC 2264,2.5239,0.6667
NGC 2264,2.5257,0.6692
NGC 2264,2.5276,0.6717
NGC 2264,2.5295,0.6717
NGC 2264,2.5314,0.6818
NGC 2264,2.5333,0.6843
NGC 2264,2.5351,0.6843
NGC 2264,2.537,0.6869
NGC 2264,2.5389,0.697
NGC 2264,2.5408,0.6944
NGC 2264,2.5427,0.702
NGC 2264,2.5445,0.702
NGC 2264,2.5464,0.7045
NGC 2264,2.5483,0.7121
NGC 2264,2.5502,0.7071
NGC 2264,2.5521,0.7172
NGC 2264,2.5539,0.7197
NGC 2264,2.5558,0.7222
NGC 2264,2.5577,0.7222
NGC 2264,2.5596,0.7273
NGC 2264,2.5615,0.7323
NGC 2264,2.5633,0.7374
NGC 2264,2.5652,0.7399
NGC 2264,2.5671,0.7475
NGC 2264,2.569,0.7475
NGC 2264,2.5709,0.7475
NGC 2264,2.5727,0.7551
NGC 2264,2.5746,0.7601
NGC 2264,2.5765,0.7576
NGC 2264,2.5784,0.7652
NGC 2264,2.5803,0.7677
NGC 2264,2.5821,0.7727
NGC 2264,2.584,0.7778
NGC 2264,2.5859,0.7778
NGC 2264,2.5878,0.7803
NGC 2264,2.5897,0.7854
NGC 2264,2.5915,0.7879
NGC 2264,2.5934,0.7879
NGC 2264,2.5953,0.7929
NGC 2264,2.5972,0.7929
NGC 2264,2.5991,0.803
NGC 2264,2.6009,0.803
NGC 2264,2.6028,0.8081
NGC 2264,2.6047,0.8081
NGC 2264,2.6066,0.8106
NGC 2264,2.6085,0.8157
NGC 2264,2.6103,0.8182
NGC 2264,2.6122,0.8182
NGC 2264,2.6141,0.8232
NGC 2264,2.616,0.8232
NGC 2264,2.6179,0.8333
NGC 2264,2.6197,0.8333
NGC 2264,2.6216,0.8384
NGC 2264,2.6235,0.8384
NGC 2264,2.6254,0.8409
NGC 2264,2.6273,0.8434
NGC 2264,2.6291,0.8485
NGC 2264,2.631,0.8485
NGC 2264,2.6329,0.8535
NGC 2264,2.6348,0.8586
NGC 2264,2.6367,0.8586
NGC 2264,2.6385,0.8687
NGC 2264,2.6404,0.8687
NGC 2264,2.6423,0.8712
NGC 2264,2.6442,0.8788
NGC 2264,2.6461,0.8788
NGC 2264,2.6479,0.8838
NGC 2264,2.6498,0.8939
NGC 2264,2.6517,0.8939
NGC 2264,2.6536,0.8939
NGC 2264,2.6555,0.8965
NGC 2264,2.6573,0.904
NGC 2264,2.6592,0.904
NGC 2264,2.6611,0.9066
NGC 2264,2.663,0.9116
NGC 2264,2.6649,0.9141
NGC 2264,2.6667,0.9192
NGC 2264,2.6686,0.9217
NGC 2264,2.6705,0.9293
NGC 2264,2.6724,0.9242
NGC 2264,2.6743,0.9318
NGC 2264,2.6761,0.9394
NGC 2264,2.678,0.9419
NGC 2264,2.6799,0.9343
NGC 2264,2.6818,0.9419
NGC 2264,2.6837,0.9419
NGC 2264,2.6855,0.9495
NGC 2264,2.6874,0.952
NGC 2264,2.6893,0.9596
NGC 2264,2.6912,0.9545
NGC 2264,2.6931,0.9646
NGC 2264,2.6949,0.9596
NGC 2264,2.6968,0.9697
NGC 2264,2.6987,0.9697
NGC 2264,2.7006,0.9722
NGC 2264,2.7025,0.9747
NGC 2264,2.7043,0.9747
NGC 2264,2.7062,0.9823
NGC 2264,2.7081,0.9848
NGC 2264,2.71,0.9848
NGC 2264,2.7119,0.9899
NGC 2264,2.7137,0.9899
NGC 2264,2.7156,1.0
NGC 2264,2.7175,1.0
NGC 2264,2.7194,1.0025
NGC 2264,2.7213,1.0076
NGC 2264,2.7231,1.0101
NGC 2264,2.725,1.0126
NGC 2264,2.7269,1.0152
NGC 2264,2.7288,1.0202
NGC 2264,2.7307,1.0202
NGC 2264,2.7325,1.0278
NGC 2264,2.7344,1.0354
NGC 2264,2.7363,1.0328
NGC 2264,2.7382,1.0379
NGC 2264,2.7401,1.0429
NGC 2264,2.742,1.0455
NGC 2264,2.7438,1.0455
NGC 2264,2.7457,1.0505
NGC 2264,2.7476,1.0556
NGC 2264,2.7495,1.0581
NGC 2264,2.7514,1.0657
NGC 2264,2.7532,1.0631
NGC 2264,2.7551,1.0657
NGC 2264,2.757,1.0682
NGC 2264,2.7589,1.0732
NGC 2264,2.7608,1.0758
NGC 2264,2.7626,1.0758
NGC 2264,2.7645,1.0808
NGC 2264,2.7664,1.0808
NGC 2264,2.7683,1.0909
NGC 2264,2.7702,1.0909
NGC 2264,2.772,1.0934
NGC 2264,2.7739,1.101
NGC 2264,2.7758,1.101
NGC 2264,2.7777,1.1061
NGC 2264,2.7796,1.101
NGC 2264,2.7814,1.1162
NGC 2264,2.7833,1.1111
NGC 2264,2.7852,1.1086
NGC 2264,2.7871,1.1162
NGC 2264,2.789,1.1212
NGC 2264,2.7908,1.1212
NGC 2264,2.7927,1.1212
NGC 2264,2.7946,1.1263
NGC 2264,2.7965,1.1263
NGC 2264,2.7984,1.1263
NGC 2264,2.8002,1.1288
NGC 2264,2.8021,1.1364
NGC 2264,2.804,1.1389
NGC 2264,2.8059,1.1313
NGC 2264,2.8078,1.1465
NGC 2264,2.8096,1.1414
NGC 2264,2.8115,1.1414
NGC 2264,2.8134,1.1515
NGC 2264,2.8153,1.1515
NGC 2264,2.8172,1.1515
NGC 2264,2.819,1.1515
NGC 2264,2.8209,1.1566
NGC 2264,2.8228,1.1566
NGC 2264,2.8247,1.1616
NGC 2264,2.8266,1.1692
NGC 2264,2.8284,1.1616
NGC 2264,2.8303,1.1692
NGC 2264,2.8322,1.1768
NGC 2264,2.8341,1.1717
NGC 2264,2.836,1.1692
NGC 2264,2.8378,1.1692
NGC 2264,2.8397,1.1692
NGC 2264,2.8416,1.1768
NGC 2264,2.8435,1.1818
NGC 2264,2.8454,1.1818
NGC 2264,2.8472,1.1818
NGC 2264,2.8491,1.1818
NGC 2264,2.851,1.1869
NGC 2264,2.8529,1.1869
NGC 2264,2.8548,1.197
NGC 2264,2.8566,1.197
NGC 2264,2.8585,1.2071
NGC 2264,2.8604,1.202
NGC 2264,2.8623,1.2121
NGC 2264,2.8642,1.2121
NGC 2264,2.866,1.2121
NGC 2264,2.8679,1.2197
NGC 2264,2.8698,1.2273
NGC 2264,2.8717,1.2273
NGC 2264,2.8736,1.2298
NGC 2264,2.8754,1.2273
NGC 2264,2.8773,1.2424
NGC 2264,2.8792,1.2424
NGC 2264,2.8811,1.2449
NGC 2264,2.883,1.2475
NGC 2264,2.8848,1.2525
NGC 2264,2.8867,1.2576
NGC 2264,2.8886,1.2601
NGC 2264,2.8905,1.2626
NGC 2264,2.8924,1.2626
NGC 2264,2.8942,1.2677
NGC 2264,2.8961,1.2677
NGC 2264,2.898,1.2626
NGC 2264,2.8999,1.2626
NGC 2264,2.9018,1.2677
NGC 2264,2.9036,1.2677
NGC 2264,2.9055,1.2652
NGC 2264,2.9074,1.2727
NGC 2264,2.9093,1.2677
NGC 2264,2.9112,1.2753
NGC 2264,2.913,1.2702
NGC 2264,2.9149,1.2677
NGC 2264,2.9168,1.2753
NGC 2264,2.9187,1.2778
NGC 2264,2.9206,1.2828
NGC 2264,2.9224,1.2828
NGC 2264,2.9243,1.2904
NGC 2264,2.9262,1.298
NGC 2264,2.9281,1.298
NGC 2264,2.93,1.303
NGC 2264,2.9318,1.303
NGC 2264,2.9337,1.303
NGC 2264,2.9356,1.298
NGC 2264,2.9375,1.3131
NGC 2264,2.9394,1.3081
NGC 2264,2.9412,1.3056
NGC 2264,2.9431,1.3131
NGC 2264,2.945,1.3182
NGC 2264,2.9469,1.3182
NGC 2264,2.9488,1.3182
NGC 2264,2.9506,1.3232
NGC 2264,2.9525,1.3232
NGC 2264,2.9544,1.3232
NGC 2264,2.9563,1.3283
NGC 2264,2.9582,1.3283
NGC 2264,2.96,1.3308
NGC 2264,2.9619,1.3283
NGC 2264,2.9638,1.3384
NGC 2264,2.9657,1.3485
NGC 2264,2.9676,1.3434
NGC 2264,2.9694,1.3485
NGC 2264,2.9713,1.3561
NGC 2264,2.9732,1.3535
NGC 2264,2.9751,1.3535
NGC 2264,2.977,1.3611
NGC 2264,2.9788,1.3586
NGC 2264,2.9807,1.3687
NGC 2264,2.9826,1.3737
NGC 2264,2.9845,1.3737
NGC 2264,2.9864,1.3763
NGC 2264,2.9882,1.3838
NGC 2264,2.9901,1.3838
NGC 2264,2.992,1.3838
NGC 2264,2.9939,1.3838
NGC 2264,2.9976,1.399
NGC 2264,2.9995,1.3889
NGC 2264,3.0014,1.3939
NGC 2264,3.0033,1.404
NGC 2264,3.0052,1.4091
NGC 2264,3.0071,1.404
NGC 2264,3.0089,1.4141
NGC 2264,3.0108,1.4141
NGC 2264,3.0127,1.4217
NGC 2264,3.0146,1.4242
NGC 2264,3.0165,1.4293
NGC 2264,3.0183,1.4369
NGC 2264,3.0202,1.4419
NGC 2264,3.0221,1.4495
NGC 2264,3.024,1.452
NGC 2264,3.0259,1.4596
NGC 2264,3.0277,1.4596
NGC 2264,3.0296,1.4697
NGC 2264,3.0315,1.4747
NGC 2264,3.0334,1.4747
NGC 2264,3.0353,1.4823
NGC 2264,3.0447,1.4848
NGC 2264,3.0465,1.4874
NGC 2264,3.0484,1.4949
NGC 2264,3.0503,1.4949
NGC 2264,3.0522,1.4975
NGC 2264,3.0541,1.5051
NGC 2264,3.0559,1.5051
NGC 2264,3.0578,1.5152
NGC 2264,3.0597,1.5202
NGC 2264,3.0616,1.5126
NGC 2264,3.0635,1.5101
NGC 2264,3.0653,1.5101
NGC 2264,3.0672,1.4975
NGC 2264,3.0691,1.5
NGC 2264,3.071,1.5
NGC 2264,3.0729,1.5
NGC 2264,3.0747,1.5076
NGC 2264,3.0766,1.5101
NGC 2264,3.0785,1.5126
NGC 2264,3.0804,1.5126
NGC 2264,3.0823,1.5051
NGC 2264,3.0841,1.5126
NGC 2264,3.1838,1.9646
S140,1.9391,-0.1566
S140,1.941,-0.1566
S140,1.9429,-0.1515
S140,1.9448,-0.1465
S140,1.9467,-0.1439
S140,1.9485,-0.1414
S140,1.9504,-0.1364
S140,1.9523,-0.1313
S140,1.9542,-0.1288
S140,1.9561,-0.1263
S140,1.9579,-0.1212
S140,1.9598,-0.1162
S140,1.9617,-0.1162
S140,1.9636,-0.1111
S140,1.9655,-0.1061
S140,1.9673,-0.101
S140,1.9692,-0.101
S140,1.9711,-0.096
S140,1.973,-0.0909
S140,1.9749,-0.0859
S140,1.9767,-0.0859
S140,1.9786,-0.0808
S140,1.9805,-0.0783
S140,1.9824,-0.0707
S140,1.9843,-0.0707
S140,1.9861,-0.0657
S140,1.988,-0.0631
S140,1.9899,-0.0556
S140,1.9918,-0.0556
S140,1.9937,-0.0505
S140,1.9955,-0.048
S140,1.9974,-0.0404
S140,1.9993,-0.0404
S140,2.0012,-0.0354
S140,2.0031,-0.0328
S140,2.0049,-0.0278
S140,2.0068,-0.0253
S140,2.0087,-0.0202
S140,2.0106,-0.0202
S140,2.0125,-0.0126
S140,2.0143,-0.0101
S140,2.0162,-0.0051
S140,2.0181,-0.0051
S140,2.02,0.0025
S140,2.0219,0.0051
S140,2.0237,0.0101
S140,2.0256,0.0101
S140,2.0275,0.0152
S140,2.0294,0.0202
S140,2.0313,0.0253
S140,2.0331,0.0253
S140,2.035,0.0303
S140,2.0369,0.0354
S140,2.0388,0.0404
S140,2.0407,0.0404
S140,2.0425,0.0455
S140,2.0444,0.0505
S140,2.0463,0.053
S140,2.0482,0.0556
S140,2.0501,0.0606
S140,2.0519,0.0657
S140,2.0538,0.0682
S140,2.0557,0.0707
S140,2.0576,0.0758
S140,2.0595,0.0808
S140,2.0613,0.0808
S140,2.0632,0.0859
S140,2.0651,0.0909
S140,2.067,0.096
S140,2.0689,0.096
S140,2.0707,0.101
S140,2.0726,0.1061
S140,2.0745,0.1111
S140,2.0764,0.1111
S140,2.0783,0.1162
S140,2.0801,0.1187
S140,2.082,0.1237
S140,2.0839,0.1263
S140,2.0858,0.1313
S140,2.0877,0.1313
S140,2.0895,0.1364
S140,2.0914,0.1414
S140,2.0933,0.1439
S140,2.0952,0.1465
S140,2.0971,0.1515
S140,2.0989,0.1566
S140,2.1008,0.1566
S140,2.1027,0.1616
S140,2.1046,0.1641
S140,2.1065,0.1692
S140,2.1083,0.1717
S140,2.1102,0.1768
S140,2.1121,0.1793
S140,2.114,0.1843
S140,2.1159,0.1869
S140,2.1177,0.1894
S140,2.1196,0.1944
S140,2.1215,0.197
S140,2.1234,0.202
S140,2.1253,0.202
S140,2.1271,0.2096
S140,2.129,0.2121
S140,2.1309,0.2172
S140,2.1328,0.2172
S140,2.1347,0.2222
S140,2.1365,0.2273
S140,2.1384,0.2323
S140,2.1403,0.2323
S140,2.1422,0.2399
S140,2.1441,0.2424
S140,2.1459,0.2475
S140,2.1478,0.2475
S140,2.1497,0.2551
S140,2.1516,0.2576
S140,2.1535,0.2626
S140,2.1553,0.2626
S140,2.1572,0.2702
S140,2.1591,0.2727
S140,2.161,0.2778
S140,2.1629,0.2803
S140,2.1647,0.2879
S140,2.1666,0.2879
S140,2.1685,0.2929
S140,2.1704,0.2929
S140,2.1723,0.303
S140,2.1741,0.303
S140,2.176,0.3081
S140,2.1779,0.3131
S140,2.1798,0.3182
S140,2.1817,0.3232
S140,2.1835,0.3232
S140,2.1854,0.3333
S140,2.1873,0.3333
S140,2.1892,0.3359
S140,2.1911,0.3434
S140,2.1929,0.3485
S140,2.1948,0.3535
S140,2.1967,0.3535
S140,2.1986,0.3636
S140,2.2005,0.3636
S140,2.2024,0.3687
S140,2.2042,0.3737
S140,2.2061,0.3788
S140,2.208,0.3838
S140,2.2099,0.3838
S140,2.2118,0.3939
S140,2.2136,0.3939
S140,2.2155,0.399
S140,2.2174,0.404
S140,2.2193,0.4091
S140,2.2212,0.4141
S140,2.223,0.4192
S140,2.2249,0.4242
S140,2.2268,0.4268
S140,2.2287,0.4293
S140,2.2306,0.4369
S140,2.2324,0.4394
S140,2.2343,0.4444
S140,2.2362,0.4495
S140,2.2381,0.4545
S140,2.24,0.4596
S140,2.2418,0.4596
S140,2.2437,0.4697
S140,2.2456,0.4697
S140,2.2475,0.4747
S140,2.2494,0.4798
S140,2.2512,0.4848
S140,2.2531,0.4899
S140,2.255,0.4924
S140,2.2569,0.5
S140,2.2588,0.5
S140,2.2606,0.5051
S140,2.2625,0.5076
S140,2.2644,0.5152
S140,2.2663,0.5152
S140,2.2682,0.5202
S140,2.27,0.5253
S140,2.2719,0.5303
S140,2.2738,0.5303
S140,2.2757,0.5354
S140,2.2776,0.5404
S140,2.2794,0.5455
S140,2.2813,0.548
S140,2.2832,0.5505
S140,2.2851,0.5556
S140,2.287,0.5606
S140,2.2888,0.5657
S140,2.2907,0.5682
S140,2.2926,0.5758
S140,2.2945,0.5808
S140,2.2964,0.5833
S140,2.2982,0.5909
S140,2.3001,0.5909
S140,2.302,0.596
S140,2.3039,0.6061
S140,2.3058,0.6061
S140,2.3076,0.6111
S140,2.3095,0.6162
S140,2.3114,0.6212
S140,2.3133,0.6263
S140,2.3152,0.6263
S140,2.317,0.6364
S140,2.3189,0.6364
S140,2.3208,0.6414
S140,2.3227,0.6465
S140,2.3246,0.6515
S140,2.3264,0.6566
S140,2.3283,0.6566
S140,2.3302,0.6641
S140,2.3321,0.6667
S140,2.334,0.6717
S140,2.3358,0.6742
S140,2.3377,0.6818
S140,2.3396,0.6818
S140,2.3415,0.6869
S140,2.3434,0.6894
S140,2.3452,0.697
S140,2.3471,0.697
S140,2.349,0.702
S140,2.3509,0.7045
S140,2.3528,0.7096
S140,2.3546,0.7121
S140,2.3565,0.7172
S140,2.3584,0.7172
S140,2.3603,0.7222
S140,2.3622,0.7273
S140,2.364,0.7298
S140,2.3659,0.7323
S140,2.3678,0.7374
S140,2.3697,0.7424
S140,2.3716,0.7449
S140,2.3734,0.7475
S140,2.3753,0.7525
S140,2.3772,0.7576
S140,2.3791,0.7576
S140,2.381,0.7626
S140,2.3828,0.7652
S140,2.3847,0.7727
S140,2.3866,0.7727
S140,2.3885,0.7778
S140,2.3904,0.7803
S140,2.3922,0.7854
S140,2.3941,0.7879
S140,2.396,0.7929
S140,2.3979,0.7929
S140,2.3998,0.8005
S140,2.4016,0.803
S140,2.4035,0.8081
S140,2.4054,0.8081
S140,2.4073,0.8182
S140,2.4092,0.8182
S140,2.411,0.8232
S140,2.4129,0.8283
S140,2.4148,0.8333
S140,2.4167,0.8359
S140,2.4186,0.8384
S140,2.4204,0.8434
S140,2.4223,0.8485
S140,2.4242,0.8535
S140,2.4261,0.8535
S140,2.428,0.8636
S140,2.4298,0.8636
S140,2.4317,0.8687
S140,2.4336,0.8737
S140,2.4355,0.8788
S140,2.4374,0.8788
S140,2.4392,0.8838
S140,2.4411,0.8889
S140,2.443,0.8939
S140,2.4449,0.899
S140,2.4468,0.904
S140,2.4486,0.9091
S140,2.4505,0.9141
S140,2.4524,0.9141
S140,2.4543,0.9242
S140,2.4562,0.9268
S140,2.458,0.9293
S140,2.4599,0.9394
S140,2.4618,0.9394
S140,2.4637,0.9444
S140,2.4656,0.9495
S140,2.4675,0.9545
S140,2.4693,0.9596
S140,2.4712,0.9646
S140,2.4731,0.9697
S140,2.475,0.9747
S140,2.4769,0.9747
S140,2.4787,0.9848
S140,2.4806,0.9848
S140,2.4825,0.9899
S140,2.4844,0.9949
S140,2.4863,1.0
S140,2.4881,1.0051
S140,2.49,1.0101
S140,2.4919,1.0152
S140,2.4938,1.0202
S140,2.4957,1.0202
S140,2.4975,1.0303
S140,2.4994,1.0303
S140,2.5013,1.0354
S140,2.5032,1.0404
S140,2.5051,1.0455
S140,2.5069,1.0505
S140,2.5088,1.0556
S140,2.5107,1.0606
S140,2.5126,1.0657
S140,2.5145,1.0657
S140,2.5163,1.0758
S140,2.5182,1.0758
S140,2.5201,1.0808
S140,2.522,1.0859
S140,2.5239,1.0909
S140,2.5257,1.096
S140,2.5276,1.101
S140,2.5295,1.1061
S140,2.5314,1.1111
S140,2.5333,1.1111
S140,2.5351,1.1212
S140,2.537,1.1212
S140,2.5389,1.1263
S140,2.5408,1.1313
S140,2.5427,1.1364
S140,2.5445,1.1414
S140,2.5464,1.1465
S140,2.5483,1.1515
